NAME,Total Households,Total Households with No Vehicle Available,Total Households with 1 Vehicle Available,Total Households with 2 Vehicles Available,Total Households with 3 Vehicles Available,Total Households with 4 or More Vehicles Available,Total 1-Person Households,1-Person Households with No Vehicle Available,1-Person Households with 1 Vehicle Available,1-Person Households with 2 Vehicles Available,1-Person Households with 3 Vehicles Available,1-Person Households with 4 or More Vehicles Available,Total 2-Person Households,2-Person Households with No Vehicle Available,2-Person Households with 1 Vehicle Available,2-Person Households with 2 Vehicles Available,2-Person Households with 3 Vehicles Available,2-Person Households with 4 or More Vehicles Available,Total 3-Person Households,3-Person Households with No Vehicle Available,3-Person Households with 1 Vehicle Available,3-Person Households with 2 Vehicles Available,3-Person Households with 3 Vehicles Available,3-Person Households with 4 or More Vehicles Available,Total 4-or-More-Person Households,4-or-More-Person Households with No Vehicle Available,4-or-More-Person Households with 1 Vehicle Available,4-or-More-Person Households with 2 Vehicles Available,4-or-More-Person Households with 3 Vehicles Available,state,county,tract,Census Tract,County,pct_no_vehicle,pct_fewer_vehicles
Census Tract 210; Burke County; North Carolina,2193.0,129.0,582.0,666.0,503.0,313.0,527.0,36.0,314.0,139.0,23.0,15.0,848.0,19.0,207.0,354.0,135.0,133.0,358.0,0.0,10.0,97.0,196.0,55.0,460.0,74.0,51.0,76.0,149.0,37,023,021000,210,Burke County,5.88235294117647,25.991792065663475
Census Tract 211; Burke County; North Carolina,2383.0,89.0,521.0,849.0,557.0,367.0,499.0,31.0,350.0,98.0,20.0,0.0,919.0,26.0,56.0,397.0,318.0,122.0,307.0,32.0,55.0,93.0,48.0,79.0,658.0,0.0,60.0,261.0,171.0,37,023,021100,211,Burke County,3.7347880822492656,25.765841376416283
Census Tract 212.01; Burke County; North Carolina,1701.0,49.0,349.0,735.0,311.0,257.0,343.0,10.0,157.0,109.0,67.0,0.0,787.0,39.0,151.0,307.0,124.0,166.0,297.0,0.0,16.0,159.0,83.0,39.0,274.0,0.0,25.0,160.0,37.0,37,023,021201,212.01,Burke County,2.880658436213992,32.92181069958848
Census Tract 212.02; Burke County; North Carolina,1915.0,63.0,656.0,440.0,365.0,391.0,529.0,63.0,381.0,71.0,14.0,0.0,622.0,0.0,155.0,161.0,126.0,180.0,438.0,0.0,43.0,196.0,106.0,93.0,326.0,0.0,77.0,12.0,119.0,37,023,021202,212.02,Burke County,3.289817232375979,28.511749347258487
Census Tract 212.03; Burke County; North Carolina,1445.0,32.0,416.0,505.0,388.0,104.0,365.0,32.0,171.0,136.0,26.0,0.0,652.0,0.0,171.0,196.0,251.0,34.0,195.0,0.0,74.0,93.0,13.0,15.0,233.0,0.0,0.0,80.0,98.0,37,023,021203,212.03,Burke County,2.214532871972318,31.141868512110726
Census Tract 213.01; Burke County; North Carolina,1785.0,106.0,549.0,501.0,377.0,252.0,681.0,74.0,398.0,133.0,36.0,40.0,461.0,0.0,33.0,192.0,184.0,52.0,301.0,32.0,11.0,121.0,74.0,63.0,342.0,0.0,107.0,55.0,83.0,37,023,021301,213.01,Burke County,5.938375350140055,24.257703081232492
Census Tract 213.02; Burke County; North Carolina,1237.0,62.0,287.0,376.0,361.0,151.0,303.0,53.0,165.0,85.0,0.0,0.0,439.0,9.0,74.0,160.0,123.0,73.0,166.0,0.0,20.0,11.0,115.0,20.0,329.0,0.0,28.0,120.0,123.0,37,023,021302,213.02,Burke County,5.012126111560226,25.464834276475344
Census Tract 214; Burke County; North Carolina,1753.0,150.0,784.0,553.0,202.0,64.0,640.0,94.0,482.0,35.0,29.0,0.0,588.0,27.0,112.0,335.0,69.0,45.0,149.0,0.0,36.0,90.0,23.0,0.0,376.0,29.0,154.0,93.0,81.0,37,023,021400,214,Burke County,8.556759840273816,36.223616657159155
Census Tract 9301; Caswell County; North Carolina,864.0,55.0,154.0,236.0,160.0,259.0,191.0,22.0,71.0,83.0,0.0,15.0,431.0,12.0,83.0,128.0,86.0,122.0,46.0,0.0,0.0,12.0,1.0,33.0,196.0,21.0,0.0,13.0,73.0,37,033,930100,9301,Caswell County,6.365740740740741,18.86574074074074
Census Tract 9302; Caswell County; North Carolina,1885.0,192.0,577.0,644.0,326.0,146.0,611.0,172.0,291.0,101.0,22.0,25.0,822.0,15.0,182.0,357.0,190.0,78.0,199.0,0.0,89.0,72.0,27.0,11.0,253.0,5.0,15.0,114.0,87.0,37,033,930200,9302,Caswell County,10.185676392572944,35.225464190981434
Census Tract 9303; Caswell County; North Carolina,1600.0,63.0,508.0,505.0,230.0,294.0,405.0,56.0,195.0,149.0,5.0,0.0,555.0,7.0,129.0,213.0,110.0,96.0,162.0,0.0,54.0,60.0,0.0,48.0,478.0,0.0,130.0,83.0,115.0,37,033,930300,9303,Caswell County,3.9375,32.4375
Census Tract 9304; Caswell County; North Carolina,899.0,11.0,201.0,402.0,144.0,141.0,139.0,4.0,52.0,67.0,0.0,16.0,347.0,7.0,93.0,111.0,97.0,39.0,220.0,0.0,52.0,127.0,34.0,7.0,193.0,0.0,4.0,97.0,13.0,37,033,930400,9304,Caswell County,1.2235817575083427,42.71412680756396
Census Tract 9305; Caswell County; North Carolina,1466.0,53.0,277.0,536.0,402.0,198.0,308.0,11.0,126.0,137.0,34.0,0.0,679.0,42.0,76.0,172.0,256.0,133.0,133.0,0.0,37.0,7.0,89.0,0.0,346.0,0.0,38.0,220.0,23.0,37,033,930500,9305,Caswell County,3.6152796725784446,29.399727148703956
Census Tract 9306; Caswell County; North Carolina,1963.0,41.0,183.0,721.0,712.0,306.0,601.0,23.0,126.0,271.0,141.0,40.0,677.0,18.0,16.0,241.0,275.0,127.0,282.0,0.0,9.0,83.0,106.0,84.0,403.0,0.0,32.0,126.0,190.0,37,033,930600,9306,Caswell County,2.088639836984208,15.639327559857362
Census Tract 701.01; Stokes County; North Carolina,1405.0,36.0,269.0,538.0,261.0,301.0,375.0,0.0,141.0,171.0,14.0,49.0,553.0,19.0,0.0,186.0,134.0,214.0,263.0,17.0,113.0,49.0,73.0,11.0,214.0,0.0,15.0,132.0,40.0,37,169,070101,701.01,Stokes County,2.5622775800711746,24.555160142348754
Census Tract 701.02; Stokes County; North Carolina,1308.0,58.0,369.0,397.0,243.0,241.0,450.0,21.0,245.0,158.0,13.0,13.0,525.0,37.0,14.0,204.0,181.0,89.0,251.0,0.0,110.0,0.0,49.0,92.0,82.0,0.0,0.0,35.0,0.0,37,169,070102,701.02,Stokes County,4.434250764525994,16.59021406727829
Census Tract 702; Stokes County; North Carolina,1591.0,21.0,245.0,671.0,271.0,383.0,624.0,0.0,201.0,301.0,33.0,89.0,585.0,0.0,44.0,225.0,188.0,128.0,121.0,21.0,0.0,65.0,3.0,32.0,261.0,0.0,0.0,80.0,47.0,37,169,070200,702,Stokes County,1.3199245757385292,13.199245757385292
Census Tract 703.01; Stokes County; North Carolina,1211.0,100.0,170.0,463.0,234.0,244.0,421.0,0.0,153.0,207.0,41.0,20.0,357.0,0.0,0.0,144.0,149.0,64.0,343.0,100.0,0.0,76.0,44.0,123.0,90.0,0.0,17.0,36.0,0.0,37,169,070301,703.01,Stokes County,8.257638315441785,18.909991742361683
Census Tract 703.02; Stokes County; North Carolina,818.0,77.0,141.0,271.0,155.0,174.0,248.0,62.0,49.0,68.0,10.0,59.0,297.0,0.0,12.0,124.0,90.0,71.0,116.0,15.0,60.0,33.0,8.0,0.0,157.0,0.0,20.0,46.0,47.0,37,169,070302,703.02,Stokes County,9.41320293398533,30.317848410757946
Census Tract 704; Stokes County; North Carolina,2171.0,55.0,284.0,921.0,746.0,165.0,656.0,40.0,198.0,368.0,50.0,0.0,877.0,5.0,77.0,298.0,414.0,83.0,172.0,10.0,0.0,18.0,144.0,0.0,466.0,0.0,9.0,237.0,138.0,37,169,070400,704,Stokes County,2.533394748963611,18.240442192538
Census Tract 705.03; Stokes County; North Carolina,2183.0,11.0,464.0,1063.0,271.0,374.0,630.0,11.0,371.0,232.0,16.0,0.0,648.0,0.0,36.0,423.0,124.0,65.0,421.0,0.0,13.0,176.0,90.0,142.0,484.0,0.0,44.0,232.0,41.0,37,169,070503,705.03,Stokes County,0.5038937242327073,23.453962437013285
Census Tract 705.04; Stokes County; North Carolina,1479.0,30.0,433.0,487.0,212.0,317.0,475.0,30.0,292.0,128.0,14.0,11.0,421.0,0.0,92.0,120.0,45.0,164.0,269.0,0.0,49.0,99.0,34.0,87.0,314.0,0.0,0.0,140.0,119.0,37,169,070504,705.04,Stokes County,2.028397565922921,27.721433400946587
Census Tract 705.05; Stokes County; North Carolina,1482.0,49.0,467.0,370.0,277.0,319.0,558.0,31.0,392.0,97.0,38.0,0.0,508.0,0.0,75.0,167.0,49.0,217.0,187.0,0.0,0.0,71.0,99.0,17.0,229.0,18.0,0.0,35.0,91.0,37,169,070505,705.05,Stokes County,3.3063427800269904,15.519568151147098
Census Tract 705.06; Stokes County; North Carolina,1452.0,11.0,911.0,317.0,59.0,154.0,628.0,0.0,523.0,88.0,0.0,17.0,347.0,0.0,134.0,99.0,46.0,68.0,341.0,0.0,254.0,87.0,0.0,0.0,136.0,11.0,0.0,43.0,13.0,37,169,070506,705.06,Stokes County,0.7575757575757576,36.43250688705234
Census Tract 706; Stokes County; North Carolina,2076.0,22.0,269.0,714.0,829.0,242.0,377.0,22.0,128.0,138.0,89.0,0.0,1035.0,0.0,141.0,388.0,350.0,156.0,165.0,0.0,0.0,58.0,68.0,39.0,499.0,0.0,0.0,130.0,322.0,37,169,070600,706,Stokes County,1.0597302504816954,16.90751445086705
Census Tract 707.01; Stokes County; North Carolina,1264.0,186.0,281.0,428.0,162.0,207.0,423.0,90.0,209.0,124.0,0.0,0.0,499.0,96.0,26.0,207.0,78.0,92.0,134.0,0.0,9.0,69.0,14.0,42.0,208.0,0.0,37.0,28.0,70.0,37,169,070701,707.01,Stokes County,14.715189873417723,28.085443037974684
Census Tract 707.02; Stokes County; North Carolina,934.0,86.0,275.0,371.0,93.0,109.0,328.0,41.0,169.0,107.0,11.0,0.0,216.0,13.0,57.0,111.0,14.0,21.0,261.0,0.0,49.0,108.0,56.0,48.0,129.0,32.0,0.0,45.0,12.0,37,169,070702,707.02,Stokes County,9.207708779443255,36.937901498929335
Census Tract 9501; Alleghany County; North Carolina,1857.0,99.0,350.0,801.0,331.0,276.0,489.0,37.0,238.0,120.0,33.0,61.0,962.0,52.0,112.0,504.0,175.0,119.0,168.0,10.0,0.0,59.0,77.0,22.0,238.0,0.0,0.0,118.0,46.0,37,005,950100,9501,Alleghany County,5.3311793214862675,20.89391491653204
Census Tract 9502; Alleghany County; North Carolina,1831.0,190.0,600.0,452.0,328.0,261.0,576.0,71.0,385.0,88.0,32.0,0.0,862.0,104.0,136.0,221.0,215.0,186.0,208.0,10.0,40.0,81.0,23.0,54.0,185.0,5.0,39.0,62.0,58.0,37,005,950200,9502,Alleghany County,10.376843255051885,29.929000546149645
Census Tract 9503; Alleghany County; North Carolina,1361.0,33.0,485.0,390.0,230.0,223.0,420.0,12.0,262.0,127.0,6.0,13.0,553.0,21.0,95.0,180.0,151.0,106.0,287.0,0.0,80.0,63.0,63.0,81.0,101.0,0.0,48.0,20.0,10.0,37,005,950300,9503,Alleghany County,2.4246877296105804,24.90815576781778
Census Tract 201.03; Chatham County; North Carolina,2120.0,12.0,327.0,1179.0,505.0,97.0,367.0,0.0,196.0,101.0,70.0,0.0,882.0,12.0,39.0,656.0,154.0,21.0,212.0,0.0,58.0,82.0,53.0,19.0,659.0,0.0,34.0,340.0,228.0,37,037,020103,201.03,Chatham County,0.5660377358490566,26.650943396226417
Census Tract 201.04; Chatham County; North Carolina,2837.0,120.0,658.0,1428.0,428.0,203.0,738.0,120.0,434.0,160.0,24.0,0.0,1401.0,0.0,224.0,940.0,201.0,36.0,310.0,0.0,0.0,160.0,127.0,23.0,388.0,0.0,0.0,168.0,76.0,37,037,020104,201.04,Chatham County,4.229820232640113,23.686993302784632
Census Tract 201.05; Chatham County; North Carolina,3075.0,108.0,800.0,1676.0,349.0,142.0,646.0,82.0,506.0,50.0,8.0,0.0,997.0,26.0,83.0,756.0,120.0,12.0,585.0,0.0,110.0,299.0,88.0,88.0,847.0,0.0,101.0,571.0,133.0,37,037,020105,201.05,Chatham County,3.51219512195122,41.36585365853659
Census Tract 201.07; Chatham County; North Carolina,1038.0,0.0,268.0,417.0,223.0,130.0,197.0,0.0,148.0,49.0,0.0,0.0,484.0,0.0,63.0,246.0,136.0,39.0,163.0,0.0,27.0,82.0,18.0,36.0,194.0,0.0,30.0,40.0,69.0,37,037,020107,201.07,Chatham County,0.0,23.314065510597302
Census Tract 201.08; Chatham County; North Carolina,793.0,5.0,136.0,403.0,199.0,50.0,206.0,0.0,97.0,102.0,0.0,7.0,246.0,5.0,21.0,91.0,129.0,0.0,179.0,0.0,5.0,88.0,43.0,43.0,162.0,0.0,13.0,122.0,27.0,37,037,020108,201.08,Chatham County,0.6305170239596469,32.03026481715006
Census Tract 202.01; Chatham County; North Carolina,1366.0,32.0,164.0,380.0,448.0,342.0,280.0,0.0,129.0,89.0,23.0,39.0,504.0,0.0,22.0,86.0,263.0,133.0,344.0,32.0,0.0,188.0,57.0,67.0,238.0,0.0,13.0,17.0,105.0,37,037,020201,202.01,Chatham County,2.342606149341142,19.91215226939971
Census Tract 202.02; Chatham County; North Carolina,1579.0,36.0,306.0,782.0,361.0,94.0,268.0,22.0,246.0,0.0,0.0,0.0,939.0,14.0,36.0,645.0,199.0,45.0,118.0,0.0,10.0,25.0,50.0,33.0,254.0,0.0,14.0,112.0,112.0,37,037,020202,202.02,Chatham County,2.279924002533249,14.756174794173528
Census Tract 202.03; Chatham County; North Carolina,1038.0,21.0,175.0,507.0,198.0,137.0,267.0,21.0,149.0,97.0,0.0,0.0,468.0,0.0,26.0,253.0,162.0,27.0,120.0,0.0,0.0,50.0,4.0,66.0,183.0,0.0,0.0,107.0,32.0,37,037,020203,202.03,Chatham County,2.023121387283237,19.653179190751445
Census Tract 203; Chatham County; North Carolina,1105.0,18.0,265.0,358.0,332.0,132.0,165.0,18.0,87.0,47.0,13.0,0.0,563.0,0.0,39.0,299.0,195.0,30.0,201.0,0.0,139.0,7.0,13.0,42.0,176.0,0.0,0.0,5.0,111.0,37,037,020300,203,Chatham County,1.6289592760180998,18.823529411764707
Census Tract 204.01; Chatham County; North Carolina,2120.0,47.0,737.0,638.0,585.0,113.0,546.0,7.0,460.0,13.0,0.0,66.0,375.0,40.0,79.0,175.0,81.0,0.0,596.0,0.0,61.0,294.0,232.0,9.0,603.0,0.0,137.0,156.0,272.0,37,037,020401,204.01,Chatham County,2.2169811320754715,36.509433962264154
Census Tract 204.02; Chatham County; North Carolina,1739.0,183.0,567.0,513.0,374.0,102.0,408.0,142.0,162.0,61.0,20.0,23.0,375.0,41.0,35.0,197.0,83.0,19.0,450.0,0.0,330.0,23.0,85.0,12.0,506.0,0.0,40.0,232.0,186.0,37,037,020402,204.02,Chatham County,10.523289246693503,48.47613571017826
Census Tract 205; Chatham County; North Carolina,1428.0,21.0,202.0,569.0,438.0,198.0,266.0,12.0,158.0,44.0,52.0,0.0,669.0,0.0,9.0,415.0,205.0,40.0,174.0,0.0,23.0,46.0,83.0,22.0,319.0,9.0,12.0,64.0,98.0,37,037,020500,205,Chatham County,1.4705882352941175,12.254901960784315
Census Tract 206; Chatham County; North Carolina,1901.0,0.0,577.0,610.0,420.0,294.0,721.0,0.0,440.0,241.0,40.0,0.0,682.0,0.0,87.0,286.0,178.0,131.0,287.0,0.0,48.0,17.0,151.0,71.0,211.0,0.0,2.0,66.0,51.0,37,037,020600,206,Chatham County,0.0,11.572856391372962
Census Tract 207.02; Chatham County; North Carolina,2003.0,19.0,287.0,791.0,505.0,401.0,528.0,9.0,166.0,179.0,151.0,23.0,731.0,0.0,38.0,338.0,253.0,102.0,358.0,10.0,74.0,140.0,48.0,86.0,386.0,0.0,9.0,134.0,53.0,37,037,020702,207.02,Chatham County,0.9485771342985523,20.668996505242138
Census Tract 207.03; Chatham County; North Carolina,2497.0,63.0,904.0,1328.0,159.0,43.0,804.0,21.0,707.0,76.0,0.0,0.0,1283.0,0.0,197.0,952.0,118.0,16.0,227.0,42.0,0.0,173.0,12.0,0.0,183.0,0.0,0.0,127.0,29.0,37,037,020703,207.03,Chatham County,2.523027633159792,22.426912294753706
Census Tract 207.04; Chatham County; North Carolina,1265.0,140.0,422.0,373.0,283.0,47.0,423.0,90.0,269.0,30.0,0.0,34.0,485.0,50.0,103.0,206.0,126.0,0.0,93.0,0.0,0.0,14.0,66.0,13.0,264.0,0.0,50.0,123.0,91.0,37,037,020704,207.04,Chatham County,11.067193675889328,33.99209486166008
Census Tract 208.01; Chatham County; North Carolina,2208.0,101.0,940.0,759.0,195.0,213.0,744.0,86.0,528.0,88.0,42.0,0.0,1060.0,15.0,285.0,543.0,92.0,125.0,210.0,0.0,127.0,48.0,35.0,0.0,194.0,0.0,0.0,80.0,26.0,37,037,020801,208.01,Chatham County,4.574275362318841,29.030797101449274
Census Tract 208.02; Chatham County; North Carolina,1077.0,0.0,247.0,319.0,366.0,145.0,172.0,0.0,88.0,84.0,0.0,0.0,582.0,0.0,121.0,186.0,169.0,106.0,246.0,0.0,38.0,34.0,174.0,0.0,77.0,0.0,0.0,15.0,23.0,37,037,020802,208.02,Chatham County,0.0,19.312906220984214
Census Tract 208.03; Chatham County; North Carolina,1064.0,19.0,199.0,636.0,167.0,43.0,255.0,7.0,193.0,55.0,0.0,0.0,344.0,12.0,6.0,216.0,83.0,27.0,184.0,0.0,0.0,123.0,61.0,0.0,281.0,0.0,0.0,242.0,23.0,37,037,020803,208.03,Chatham County,1.7857142857142856,36.65413533834587
Census Tract 401; Alexander County; North Carolina,1290.0,47.0,247.0,397.0,307.0,292.0,423.0,47.0,165.0,160.0,20.0,31.0,364.0,0.0,16.0,179.0,73.0,96.0,236.0,0.0,61.0,24.0,48.0,103.0,267.0,0.0,5.0,34.0,166.0,37,003,040100,401,Alexander County,3.643410852713178,14.496124031007753
Census Tract 402; Alexander County; North Carolina,1665.0,38.0,316.0,553.0,441.0,317.0,380.0,38.0,104.0,195.0,36.0,7.0,762.0,0.0,83.0,269.0,249.0,161.0,356.0,0.0,121.0,69.0,106.0,60.0,167.0,0.0,8.0,20.0,50.0,37,003,040200,402,Alexander County,2.2822822822822824,20.36036036036036
Census Tract 403; Alexander County; North Carolina,1366.0,93.0,273.0,519.0,313.0,168.0,420.0,39.0,228.0,153.0,0.0,0.0,457.0,18.0,45.0,164.0,156.0,74.0,229.0,0.0,0.0,155.0,44.0,30.0,260.0,36.0,0.0,47.0,113.0,37,003,040300,403,Alexander County,6.808199121522694,24.890190336749633
Census Tract 404; Alexander County; North Carolina,2622.0,101.0,640.0,900.0,534.0,447.0,823.0,78.0,432.0,202.0,103.0,8.0,891.0,15.0,141.0,428.0,161.0,146.0,378.0,8.0,36.0,147.0,101.0,86.0,530.0,0.0,31.0,123.0,169.0,37,003,040400,404,Alexander County,3.852021357742182,22.08237986270023
Census Tract 405; Alexander County; North Carolina,2601.0,18.0,301.0,1375.0,626.0,281.0,506.0,9.0,276.0,144.0,61.0,16.0,883.0,0.0,11.0,553.0,262.0,57.0,799.0,9.0,14.0,510.0,127.0,139.0,413.0,0.0,0.0,168.0,176.0,37,003,040500,405,Alexander County,0.6920415224913495,27.720107650903497
Census Tract 406; Alexander County; North Carolina,1680.0,8.0,286.0,556.0,524.0,306.0,386.0,0.0,220.0,138.0,28.0,0.0,439.0,8.0,0.0,204.0,160.0,67.0,362.0,0.0,0.0,91.0,174.0,97.0,493.0,0.0,66.0,123.0,162.0,37,003,040600,406,Alexander County,0.4761904761904762,17.142857142857142
Census Tract 407; Alexander County; North Carolina,2671.0,53.0,525.0,1086.0,764.0,243.0,646.0,39.0,380.0,141.0,86.0,0.0,1123.0,14.0,23.0,574.0,388.0,124.0,443.0,0.0,61.0,289.0,93.0,0.0,459.0,0.0,61.0,82.0,197.0,37,003,040700,407,Alexander County,1.9842755522276303,21.302882815424933
Census Tract 601; Iredell County; North Carolina,2617.0,255.0,986.0,940.0,390.0,46.0,782.0,126.0,643.0,0.0,13.0,0.0,1016.0,23.0,272.0,574.0,147.0,0.0,237.0,0.0,37.0,124.0,61.0,15.0,582.0,106.0,34.0,242.0,169.0,37,097,060100,601,Iredell County,9.743981658387467,36.83607183798242
Census Tract 602; Iredell County; North Carolina,891.0,81.0,400.0,271.0,42.0,97.0,205.0,54.0,111.0,40.0,0.0,0.0,365.0,17.0,148.0,96.0,16.0,88.0,161.0,0.0,88.0,64.0,7.0,2.0,160.0,10.0,53.0,71.0,19.0,37,097,060200,602,Iredell County,9.090909090909092,56.67789001122335
Census Tract 603; Iredell County; North Carolina,1017.0,77.0,294.0,379.0,139.0,128.0,250.0,60.0,182.0,3.0,0.0,5.0,338.0,17.0,81.0,124.0,7.0,109.0,245.0,0.0,25.0,172.0,34.0,14.0,184.0,0.0,6.0,80.0,98.0,37,097,060300,603,Iredell County,7.571288102261553,43.36283185840708
Census Tract 604; Iredell County; North Carolina,1575.0,159.0,413.0,631.0,298.0,74.0,517.0,106.0,331.0,54.0,14.0,12.0,507.0,0.0,66.0,363.0,64.0,14.0,178.0,17.0,16.0,79.0,56.0,10.0,373.0,36.0,0.0,135.0,164.0,37,097,060400,604,Iredell County,10.095238095238095,28.88888888888889
Census Tract 605; Iredell County; North Carolina,1658.0,89.0,517.0,599.0,313.0,140.0,521.0,55.0,342.0,103.0,21.0,0.0,604.0,0.0,134.0,289.0,119.0,62.0,234.0,34.0,0.0,155.0,13.0,32.0,299.0,0.0,41.0,52.0,160.0,37,097,060500,605,Iredell County,5.3679131483715326,28.407720144752712
Census Tract 606.01; Iredell County; North Carolina,2525.0,190.0,1309.0,552.0,287.0,187.0,1312.0,167.0,1029.0,57.0,59.0,0.0,490.0,23.0,169.0,232.0,66.0,0.0,156.0,0.0,92.0,9.0,0.0,55.0,567.0,0.0,19.0,254.0,162.0,37,097,060601,606.01,Iredell County,7.524752475247524,29.02970297029703
Census Tract 606.02; Iredell County; North Carolina,739.0,17.0,210.0,281.0,134.0,97.0,171.0,12.0,119.0,21.0,8.0,11.0,282.0,0.0,27.0,172.0,45.0,38.0,134.0,0.0,40.0,28.0,50.0,16.0,152.0,5.0,24.0,60.0,31.0,37,097,060602,606.02,Iredell County,2.3004059539918806,26.52232746955345
Census Tract 606.03; Iredell County; North Carolina,601.0,12.0,195.0,181.0,165.0,48.0,116.0,12.0,57.0,40.0,7.0,0.0,231.0,0.0,12.0,141.0,40.0,38.0,113.0,0.0,59.0,0.0,54.0,0.0,141.0,0.0,67.0,0.0,64.0,37,097,060603,606.03,Iredell County,1.9966722129783694,24.958402662229616
Census Tract 607.01; Iredell County; North Carolina,1256.0,0.0,338.0,556.0,260.0,102.0,364.0,0.0,142.0,116.0,106.0,0.0,362.0,0.0,92.0,158.0,71.0,41.0,245.0,0.0,104.0,36.0,83.0,22.0,285.0,0.0,0.0,246.0,0.0,37,097,060701,607.01,Iredell County,0.0,38.05732484076433
Census Tract 607.02; Iredell County; North Carolina,1632.0,13.0,241.0,636.0,432.0,310.0,379.0,3.0,102.0,195.0,33.0,46.0,504.0,10.0,46.0,251.0,121.0,76.0,261.0,0.0,0.0,101.0,142.0,18.0,488.0,0.0,93.0,89.0,136.0,37,097,060702,607.02,Iredell County,0.7965686274509803,20.955882352941178
Census Tract 607.03; Iredell County; North Carolina,1062.0,7.0,201.0,526.0,219.0,109.0,291.0,0.0,113.0,108.0,48.0,22.0,309.0,7.0,23.0,180.0,76.0,23.0,327.0,0.0,56.0,215.0,38.0,18.0,135.0,0.0,9.0,23.0,57.0,37,097,060703,607.03,Iredell County,0.6591337099811676,31.35593220338983
Census Tract 608.01; Iredell County; North Carolina,1458.0,56.0,282.0,407.0,335.0,378.0,316.0,43.0,133.0,107.0,19.0,14.0,668.0,13.0,130.0,110.0,167.0,248.0,157.0,0.0,8.0,19.0,77.0,53.0,317.0,0.0,11.0,171.0,72.0,37,097,060801,608.01,Iredell County,3.840877914951989,27.09190672153635
Census Tract 608.02; Iredell County; North Carolina,1332.0,40.0,329.0,413.0,398.0,152.0,254.0,40.0,162.0,43.0,9.0,0.0,481.0,0.0,125.0,236.0,89.0,31.0,187.0,0.0,0.0,70.0,59.0,58.0,410.0,0.0,42.0,64.0,241.0,37,097,060802,608.02,Iredell County,3.003003003003003,25.6006006006006
Census Tract 609.01; Iredell County; North Carolina,1405.0,93.0,333.0,425.0,451.0,103.0,352.0,50.0,183.0,69.0,50.0,0.0,542.0,37.0,67.0,174.0,235.0,29.0,196.0,0.0,74.0,14.0,90.0,18.0,315.0,6.0,9.0,168.0,76.0,37,097,060901,609.01,Iredell County,6.619217081850534,30.249110320284696
Census Tract 609.02; Iredell County; North Carolina,1487.0,18.0,220.0,527.0,557.0,165.0,264.0,10.0,123.0,96.0,35.0,0.0,665.0,8.0,74.0,368.0,182.0,33.0,322.0,0.0,7.0,31.0,199.0,85.0,236.0,0.0,16.0,32.0,141.0,37,097,060902,609.02,Iredell County,1.21049092131809,11.970410221923336
Census Tract 610.01; Iredell County; North Carolina,1904.0,44.0,653.0,828.0,162.0,217.0,456.0,44.0,347.0,65.0,0.0,0.0,793.0,0.0,235.0,436.0,94.0,28.0,143.0,0.0,12.0,115.0,0.0,16.0,512.0,0.0,59.0,212.0,68.0,37,097,061001,610.01,Iredell County,2.3109243697478994,35.55672268907563
Census Tract 610.02; Iredell County; North Carolina,1569.0,15.0,288.0,568.0,462.0,236.0,319.0,5.0,167.0,58.0,89.0,0.0,566.0,10.0,52.0,332.0,90.0,82.0,392.0,0.0,0.0,65.0,205.0,122.0,292.0,0.0,69.0,113.0,78.0,37,097,061002,610.02,Iredell County,0.9560229445506693,20.01274697259401
Census Tract 610.03; Iredell County; North Carolina,1636.0,25.0,464.0,656.0,243.0,248.0,465.0,21.0,260.0,117.0,29.0,38.0,592.0,4.0,67.0,364.0,48.0,109.0,409.0,0.0,123.0,129.0,103.0,54.0,170.0,0.0,14.0,46.0,63.0,37,097,061003,610.03,Iredell County,1.528117359413203,24.69437652811736
Census Tract 611.01; Iredell County; North Carolina,971.0,30.0,75.0,444.0,220.0,202.0,124.0,0.0,64.0,48.0,12.0,0.0,446.0,30.0,11.0,266.0,109.0,30.0,134.0,0.0,0.0,0.0,31.0,103.0,267.0,0.0,0.0,130.0,68.0,37,097,061101,611.01,Iredell County,3.089598352214212,17.61071060762101
Census Tract 611.02; Iredell County; North Carolina,1407.0,115.0,329.0,339.0,427.0,197.0,356.0,31.0,226.0,72.0,27.0,0.0,608.0,20.0,83.0,197.0,238.0,70.0,147.0,0.0,20.0,30.0,59.0,38.0,296.0,64.0,0.0,40.0,103.0,37,097,061102,611.02,Iredell County,8.173418621179815,20.46908315565032
Census Tract 611.03; Iredell County; North Carolina,1213.0,33.0,292.0,316.0,282.0,290.0,250.0,33.0,171.0,33.0,0.0,13.0,540.0,0.0,74.0,163.0,181.0,122.0,118.0,0.0,0.0,22.0,58.0,38.0,305.0,0.0,47.0,98.0,43.0,37,097,061103,611.03,Iredell County,2.720527617477329,22.588623248145094
Census Tract 611.04; Iredell County; North Carolina,903.0,26.0,213.0,328.0,220.0,116.0,212.0,4.0,120.0,47.0,33.0,8.0,426.0,22.0,57.0,200.0,119.0,28.0,130.0,0.0,0.0,51.0,9.0,70.0,135.0,0.0,36.0,30.0,59.0,37,097,061104,611.04,Iredell County,2.8792912513842746,22.148394241417495
